id	name	kind	branch	slot	tier	power	price	weight	durability	range	interval	set	effect	capacity	carryBonus	stack	speed
eq_0256	粗制·兽面胫甲	Armor	heavy	Legs	0	9	51	9	100	0	0	兽面套		0	0	1	0.75
eq_0257	粗制·塔楼重盔	Armor	heavy	Head	0	6	39	6	100	0	0	塔楼套		0	0	1	0.75
eq_0258	粗制·塔楼重铠	Armor	heavy	Chest	0	12	63	15	100	0	0	塔楼套		0	0	1	0.75
eq_0259	粗制·塔楼胫甲	Armor	heavy	Legs	0	9	51	9	100	0	0	塔楼套		0	0	1	0.75
eq_0260	粗制·碎岳重盔	Armor	heavy	Head	0	6	39	6	100	0	0	碎岳套		0	0	1	0.75
eq_0261	粗制·碎岳重铠	Armor	heavy	Chest	0	12	63	15	100	0	0	碎岳套		0	0	1	0.75
eq_0262	粗制·碎岳胫甲	Armor	heavy	Legs	0	9	51	9	100	0	0	碎岳套		0	0	1	0.75
eq_0263	粗制·犀鳞重盔	Armor	heavy	Head	0	6	39	6	100	0	0	犀鳞套		0	0	1	0.75
eq_0264	粗制·犀鳞重铠	Armor	heavy	Chest	0	12	63	15	100	0	0	犀鳞套		0	0	1	0.75
eq_0265	粗制·犀鳞胫甲	Armor	heavy	Legs	0	9	51	9	100	0	0	犀鳞套		0	0	1	0.75
eq_0266	精钢·铁壁重盔	Armor	heavy	Head	1	8	47	6	130	0	0	铁壁套		0	0	1	0.75
eq_0267	精钢·铁壁重铠	Armor	heavy	Chest	1	16	79	15	130	0	0	铁壁套		0	0	1	0.75
eq_0268	精钢·铁壁胫甲	Armor	heavy	Legs	1	12	63	9	130	0	0	铁壁套		0	0	1	0.75
eq_0269	精钢·兽面重盔	Armor	heavy	Head	1	8	47	6	130	0	0	兽面套		0	0	1	0.75
eq_0270	精钢·兽面重铠	Armor	heavy	Chest	1	16	79	15	130	0	0	兽面套		0	0	1	0.75
eq_0271	精钢·兽面胫甲	Armor	heavy	Legs	1	12	63	9	130	0	0	兽面套		0	0	1	0.75
eq_0272	精钢·塔楼重盔	Armor	heavy	Head	1	8	47	6	130	0	0	塔楼套		0	0	1	0.75
eq_0273	精钢·塔楼重铠	Armor	heavy	Chest	1	16	79	15	130	0	0	塔楼套		0	0	1	0.75
eq_0274	精钢·塔楼胫甲	Armor	heavy	Legs	1	12	63	9	130	0	0	塔楼套		0	0	1	0.75
eq_0275	精钢·碎岳重盔	Armor	heavy	Head	1	8	47	6	130	0	0	碎岳套		0	0	1	0.75
eq_0276	精钢·碎岳重铠	Armor	heavy	Chest	1	16	79	15	130	0	0	碎岳套		0	0	1	0.75
eq_0277	精钢·碎岳胫甲	Armor	heavy	Legs	1	12	63	9	130	0	0	碎岳套		0	0	1	0.75
eq_0278	精钢·犀鳞重盔	Armor	heavy	Head	1	8	47	6	130	0	0	犀鳞套		0	0	1	0.75
eq_0279	精钢·犀鳞重铠	Armor	heavy	Chest	1	16	79	15	130	0	0	犀鳞套		0	0	1	0.75
eq_0280	精钢·犀鳞胫甲	Armor	heavy	Legs	1	11	59	9	130	0	0	犀鳞套		0	0	1	0.75
eq_0281	鎏金·铁壁重盔	Armor	heavy	Head	2	11	59	6	170	0	0	铁壁套		0	0	1	0.75
eq_0282	鎏金·铁壁重铠	Armor	heavy	Chest	2	21	99	15	170	0	0	铁壁套		0	0	1	0.75
eq_0283	鎏金·铁壁胫甲	Armor	heavy	Legs	2	16	79	9	170	0	0	铁壁套		0	0	1	0.75
eq_0284	鎏金·兽面重盔	Armor	heavy	Head	2	11	59	6	170	0	0	兽面套		0	0	1	0.75
eq_0285	鎏金·兽面重铠	Armor	heavy	Chest	2	21	99	15	170	0	0	兽面套		0	0	1	0.75
eq_0286	鎏金·兽面胫甲	Armor	heavy	Legs	2	15	75	9	170	0	0	兽面套		0	0	1	0.75
eq_0287	鎏金·塔楼重盔	Armor	heavy	Head	2	11	59	6	170	0	0	塔楼套		0	0	1	0.75
eq_0288	鎏金·塔楼重铠	Armor	heavy	Chest	2	21	99	15	170	0	0	塔楼套		0	0	1	0.75
eq_0289	鎏金·塔楼胫甲	Armor	heavy	Legs	2	15	75	9	170	0	0	塔楼套		0	0	1	0.75
eq_0290	鎏金·碎岳重盔	Armor	heavy	Head	2	11	59	6	170	0	0	碎岳套		0	0	1	0.75
eq_0291	鎏金·碎岳重铠	Armor	heavy	Chest	2	21	99	15	170	0	0	碎岳套		0	0	1	0.75
eq_0292	鎏金·碎岳胫甲	Armor	heavy	Legs	2	15	75	9	170	0	0	碎岳套		0	0	1	0.75
eq_0293	鎏金·犀鳞重盔	Armor	heavy	Head	2	10	55	6	170	0	0	犀鳞套		0	0	1	0.75
eq_0294	鎏金·犀鳞重铠	Armor	heavy	Chest	2	20	95	15	170	0	0	犀鳞套		0	0	1	0.75
eq_0295	鎏金·犀鳞胫甲	Armor	heavy	Legs	2	15	75	9	170	0	0	犀鳞套		0	0	1	0.75
eq_0296	秘银·铁壁重盔	Armor	heavy	Head	3	14	71	6	220	0	0	铁壁套		0	0	1	0.75
eq_0297	秘银·铁壁重铠	Armor	heavy	Chest	3	27	123	15	220	0	0	铁壁套		0	0	1	0.75
eq_0298	秘银·铁壁胫甲	Armor	heavy	Legs	3	20	95	9	220	0	0	铁壁套		0	0	1	0.75
eq_0299	秘银·兽面重盔	Armor	heavy	Head	3	14	71	6	220	0	0	兽面套		0	0	1	0.75
eq_0300	秘银·兽面重铠	Armor	heavy	Chest	3	27	123	15	220	0	0	兽面套		0	0	1	0.75
eq_0301	秘银·兽面胫甲	Armor	heavy	Legs	3	20	95	9	220	0	0	兽面套		0	0	1	0.75
eq_0302	秘银·塔楼重盔	Armor	heavy	Head	3	14	71	6	220	0	0	塔楼套		0	0	1	0.75
eq_0303	秘银·塔楼重铠	Armor	heavy	Chest	3	27	123	15	220	0	0	塔楼套		0	0	1	0.75
eq_0304	秘银·塔楼胫甲	Armor	heavy	Legs	3	20	95	9	220	0	0	塔楼套		0	0	1	0.75
eq_0305	秘银·碎岳重盔	Armor	heavy	Head	3	14	71	6	220	0	0	碎岳套		0	0	1	0.75
eq_0306	秘银·碎岳重铠	Armor	heavy	Chest	3	27	123	15	220	0	0	碎岳套		0	0	1	0.75
eq_0307	秘银·碎岳胫甲	Armor	heavy	Legs	3	20	95	9	220	0	0	碎岳套		0	0	1	0.75
eq_0308	秘银·犀鳞重盔	Armor	heavy	Head	3	13	67	6	220	0	0	犀鳞套		0	0	1	0.75
eq_0309	秘银·犀鳞重铠	Armor	heavy	Chest	3	26	119	15	220	0	0	犀鳞套		0	0	1	0.75
eq_0310	秘银·犀鳞胫甲	Armor	heavy	Legs	3	19	91	9	220	0	0	犀鳞套		0	0	1	0.75
eq_0311	龙裔·铁壁重盔	Armor	heavy	Head	4	19	91	6	300	0	0	铁壁套		0	0	1	0.75
eq_0312	龙裔·铁壁重铠	Armor	heavy	Chest	4	37	163	15	300	0	0	铁壁套		0	0	1	0.75
eq_0313	龙裔·铁壁胫甲	Armor	heavy	Legs	4	28	127	9	300	0	0	铁壁套		0	0	1	0.75
eq_0314	龙裔·兽面重盔	Armor	heavy	Head	4	19	91	6	300	0	0	兽面套		0	0	1	0.75
eq_0315	龙裔·兽面重铠	Armor	heavy	Chest	4	37	163	15	300	0	0	兽面套		0	0	1	0.75
eq_0316	龙裔·兽面胫甲	Armor	heavy	Legs	4	27	123	9	300	0	0	兽面套		0	0	1	0.75
eq_0317	龙裔·塔楼重盔	Armor	heavy	Head	4	19	91	6	300	0	0	塔楼套		0	0	1	0.75
eq_0318	龙裔·塔楼重铠	Armor	heavy	Chest	4	37	163	15	300	0	0	塔楼套		0	0	1	0.75
eq_0319	龙裔·塔楼胫甲	Armor	heavy	Legs	4	27	123	9	300	0	0	塔楼套		0	0	1	0.75
eq_0320	龙裔·碎岳重盔	Armor	heavy	Head	4	19	91	6	300	0	0	碎岳套		0	0	1	0.75
eq_0321	龙裔·碎岳重铠	Armor	heavy	Chest	4	36	159	15	300	0	0	碎岳套		0	0	1	0.75
eq_0322	龙裔·碎岳胫甲	Armor	heavy	Legs	4	27	123	9	300	0	0	碎岳套		0	0	1	0.75
eq_0323	龙裔·犀鳞重盔	Armor	heavy	Head	4	18	87	6	300	0	0	犀鳞套		0	0	1	0.75
eq_0324	龙裔·犀鳞重铠	Armor	heavy	Chest	4	36	159	15	300	0	0	犀鳞套		0	0	1	0.75
eq_0325	龙裔·犀鳞胫甲	Armor	heavy	Legs	4	26	119	9	300	0	0	犀鳞套		0	0	1	0.75
eq_0326	粗制·骑士板盔	Armor	plate	Head	0	5	35	5	100	0	0	骑士套		0	0	1	0.4
eq_0327	粗制·骑士板甲	Armor	plate	Chest	0	10	55	12	100	0	0	骑士套		0	0	1	0.4
eq_0328	粗制·骑士板胫	Armor	plate	Legs	0	8	47	7	100	0	0	骑士套		0	0	1	0.4
eq_0329	粗制·鹰旗板盔	Armor	plate	Head	0	5	35	5	100	0	0	鹰旗套		0	0	1	0.4
eq_0330	粗制·鹰旗板甲	Armor	plate	Chest	0	10	55	12	100	0	0	鹰旗套		0	0	1	0.4
eq_0331	粗制·鹰旗板胫	Armor	plate	Legs	0	8	47	7	100	0	0	鹰旗套		0	0	1	0.4
eq_0332	粗制·圣辉板盔	Armor	plate	Head	0	5	35	5	100	0	0	圣辉套		0	0	1	0.4
eq_0333	粗制·圣辉板甲	Armor	plate	Chest	0	10	55	12	100	0	0	圣辉套		0	0	1	0.4
eq_0334	粗制·圣辉板胫	Armor	plate	Legs	0	8	47	7	100	0	0	圣辉套		0	0	1	0.4
eq_0335	粗制·壁垒板盔	Armor	plate	Head	0	5	35	5	100	0	0	壁垒套		0	0	1	0.4
eq_0336	粗制·壁垒板甲	Armor	plate	Chest	0	10	55	12	100	0	0	壁垒套		0	0	1	0.4
eq_0337	粗制·壁垒板胫	Armor	plate	Legs	0	7	43	7	100	0	0	壁垒套		0	0	1	0.4
eq_0338	粗制·霜狼板盔	Armor	plate	Head	0	5	35	5	100	0	0	霜狼套		0	0	1	0.4
eq_0339	粗制·霜狼板甲	Armor	plate	Chest	0	10	55	12	100	0	0	霜狼套		0	0	1	0.4
eq_0340	粗制·霜狼板胫	Armor	plate	Legs	0	7	43	7	100	0	0	霜狼套		0	0	1	0.4
eq_0341	精钢·骑士板盔	Armor	plate	Head	1	7	43	5	130	0	0	骑士套		0	0	1	0.4
eq_0342	精钢·骑士板甲	Armor	plate	Chest	1	14	71	12	130	0	0	骑士套		0	0	1	0.4
eq_0343	精钢·骑士板胫	Armor	plate	Legs	1	10	55	7	130	0	0	骑士套		0	0	1	0.4
eq_0344	精钢·鹰旗板盔	Armor	plate	Head	1	7	43	5	130	0	0	鹰旗套		0	0	1	0.4
eq_0345	精钢·鹰旗板甲	Armor	plate	Chest	1	13	67	12	130	0	0	鹰旗套		0	0	1	0.4
eq_0346	精钢·鹰旗板胫	Armor	plate	Legs	1	10	55	7	130	0	0	鹰旗套		0	0	1	0.4
eq_0347	精钢·圣辉板盔	Armor	plate	Head	1	7	43	5	130	0	0	圣辉套		0	0	1	0.4
eq_0348	精钢·圣辉板甲	Armor	plate	Chest	1	13	67	12	130	0	0	圣辉套		0	0	1	0.4
eq_0349	精钢·圣辉板胫	Armor	plate	Legs	1	10	55	7	130	0	0	圣辉套		0	0	1	0.4
eq_0350	精钢·壁垒板盔	Armor	plate	Head	1	7	43	5	130	0	0	壁垒套		0	0	1	0.4
eq_0351	精钢·壁垒板甲	Armor	plate	Chest	1	13	67	12	130	0	0	壁垒套		0	0	1	0.4
eq_0352	精钢·壁垒板胫	Armor	plate	Legs	1	10	55	7	130	0	0	壁垒套		0	0	1	0.4
eq_0353	精钢·霜狼板盔	Armor	plate	Head	1	7	43	5	130	0	0	霜狼套		0	0	1	0.4
eq_0354	精钢·霜狼板甲	Armor	plate	Chest	1	13	67	12	130	0	0	霜狼套		0	0	1	0.4
eq_0355	精钢·霜狼板胫	Armor	plate	Legs	1	10	55	7	130	0	0	霜狼套		0	0	1	0.4
eq_0356	鎏金·骑士板盔	Armor	plate	Head	2	9	51	5	170	0	0	骑士套		0	0	1	0.4
eq_0357	鎏金·骑士板甲	Armor	plate	Chest	2	18	87	12	170	0	0	骑士套		0	0	1	0.4
eq_0358	鎏金·骑士板胫	Armor	plate	Legs	2	13	67	7	170	0	0	骑士套		0	0	1	0.4
eq_0359	鎏金·鹰旗板盔	Armor	plate	Head	2	9	51	5	170	0	0	鹰旗套		0	0	1	0.4
eq_0360	鎏金·鹰旗板甲	Armor	plate	Chest	2	18	87	12	170	0	0	鹰旗套		0	0	1	0.4
eq_0361	鎏金·鹰旗板胫	Armor	plate	Legs	2	13	67	7	170	0	0	鹰旗套		0	0	1	0.4
eq_0362	鎏金·圣辉板盔	Armor	plate	Head	2	9	51	5	170	0	0	圣辉套		0	0	1	0.4
eq_0363	鎏金·圣辉板甲	Armor	plate	Chest	2	17	83	12	170	0	0	圣辉套		0	0	1	0.4
eq_0364	鎏金·圣辉板胫	Armor	plate	Legs	2	13	67	7	170	0	0	圣辉套		0	0	1	0.4
eq_0365	鎏金·壁垒板盔	Armor	plate	Head	2	9	51	5	170	0	0	壁垒套		0	0	1	0.4
eq_0366	鎏金·壁垒板甲	Armor	plate	Chest	2	17	83	12	170	0	0	壁垒套		0	0	1	0.4
eq_0367	鎏金·壁垒板胫	Armor	plate	Legs	2	13	67	7	170	0	0	壁垒套		0	0	1	0.4
eq_0368	鎏金·霜狼板盔	Armor	plate	Head	2	9	51	5	170	0	0	霜狼套		0	0	1	0.4
eq_0369	鎏金·霜狼板甲	Armor	plate	Chest	2	17	83	12	170	0	0	霜狼套		0	0	1	0.4
eq_0370	鎏金·霜狼板胫	Armor	plate	Legs	2	12	63	7	170	0	0	霜狼套		0	0	1	0.4
eq_0371	秘银·骑士板盔	Armor	plate	Head	3	12	63	5	220	0	0	骑士套		0	0	1	0.4
eq_0372	秘银·骑士板甲	Armor	plate	Chest	3	23	107	12	220	0	0	骑士套		0	0	1	0.4
eq_0373	秘银·骑士板胫	Armor	plate	Legs	3	17	83	7	220	0	0	骑士套		0	0	1	0.4
eq_0374	秘银·鹰旗板盔	Armor	plate	Head	3	12	63	5	220	0	0	鹰旗套		0	0	1	0.4
eq_0375	秘银·鹰旗板甲	Armor	plate	Chest	3	23	107	12	220	0	0	鹰旗套		0	0	1	0.4
eq_0376	秘银·鹰旗板胫	Armor	plate	Legs	3	17	83	7	220	0	0	鹰旗套		0	0	1	0.4
eq_0377	秘银·圣辉板盔	Armor	plate	Head	3	11	59	5	220	0	0	圣辉套		0	0	1	0.4
eq_0378	秘银·圣辉板甲	Armor	plate	Chest	3	22	103	12	220	0	0	圣辉套		0	0	1	0.4
eq_0379	秘银·圣辉板胫	Armor	plate	Legs	3	16	79	7	220	0	0	圣辉套		0	0	1	0.4
eq_0380	秘银·壁垒板盔	Armor	plate	Head	3	11	59	5	220	0	0	壁垒套		0	0	1	0.4
eq_0381	秘银·壁垒板甲	Armor	plate	Chest	3	22	103	12	220	0	0	壁垒套		0	0	1	0.4
eq_0382	秘银·壁垒板胫	Armor	plate	Legs	3	16	79	7	220	0	0	壁垒套		0	0	1	0.4
eq_0383	秘银·霜狼板盔	Armor	plate	Head	3	11	59	5	220	0	0	霜狼套		0	0	1	0.4
eq_0384	秘银·霜狼板甲	Armor	plate	Chest	3	22	103	12	220	0	0	霜狼套		0	0	1	0.4
eq_0385	秘银·霜狼板胫	Armor	plate	Legs	3	16	79	7	220	0	0	霜狼套		0	0	1	0.4
eq_0386	龙裔·骑士板盔	Armor	plate	Head	4	16	79	5	300	0	0	骑士套		0	0	1	0.4
eq_0387	龙裔·骑士板甲	Armor	plate	Chest	4	31	139	12	300	0	0	骑士套		0	0	1	0.4
eq_0388	龙裔·骑士板胫	Armor	plate	Legs	4	23	107	7	300	0	0	骑士套		0	0	1	0.4
eq_0389	龙裔·鹰旗板盔	Armor	plate	Head	4	16	79	5	300	0	0	鹰旗套		0	0	1	0.4
eq_0390	龙裔·鹰旗板甲	Armor	plate	Chest	4	31	139	12	300	0	0	鹰旗套		0	0	1	0.4
eq_0391	龙裔·鹰旗板胫	Armor	plate	Legs	4	23	107	7	300	0	0	鹰旗套		0	0	1	0.4
eq_0392	龙裔·圣辉板盔	Armor	plate	Head	4	16	79	5	300	0	0	圣辉套		0	0	1	0.4
eq_0393	龙裔·圣辉板甲	Armor	plate	Chest	4	31	139	12	300	0	0	圣辉套		0	0	1	0.4
eq_0394	龙裔·圣辉板胫	Armor	plate	Legs	4	22	103	7	300	0	0	圣辉套		0	0	1	0.4
eq_0395	龙裔·壁垒板盔	Armor	plate	Head	4	15	75	5	300	0	0	壁垒套		0	0	1	0.4
eq_0396	龙裔·壁垒板甲	Armor	plate	Chest	4	30	135	12	300	0	0	壁垒套		0	0	1	0.4
eq_0397	龙裔·壁垒板胫	Armor	plate	Legs	4	22	103	7	300	0	0	壁垒套		0	0	1	0.4
eq_0398	龙裔·霜狼板盔	Armor	plate	Head	4	15	75	5	300	0	0	霜狼套		0	0	1	0.4
eq_0399	龙裔·霜狼板甲	Armor	plate	Chest	4	30	135	12	300	0	0	霜狼套		0	0	1	0.4
eq_0400	龙裔·霜狼板胫	Armor	plate	Legs	4	22	103	7	300	0	0	霜狼套		0	0	1	0.4
eq_0401	粗制·游侠轻盔	Armor	light	Head	0	4	31	4	100	0	0	游侠套		0	0	1	0
eq_0402	粗制·游侠轻甲	Armor	light	Chest	0	8	47	9	100	0	0	游侠套		0	0	1	0
eq_0403	粗制·游侠轻胫	Armor	light	Legs	0	6	39	5	100	0	0	游侠套		0	0	1	0
eq_0404	粗制·疾风轻盔	Armor	light	Head	0	4	31	4	100	0	0	疾风套		0	0	1	0
eq_0405	粗制·疾风轻甲	Armor	light	Chest	0	8	47	9	100	0	0	疾风套		0	0	1	0
eq_0406	粗制·疾风轻胫	Armor	light	Legs	0	6	39	5	100	0	0	疾风套		0	0	1	0
eq_0407	粗制·藤纹轻盔	Armor	light	Head	0	4	31	4	100	0	0	藤纹套		0	0	1	0
eq_0408	粗制·藤纹轻甲	Armor	light	Chest	0	8	47	9	100	0	0	藤纹套		0	0	1	0
eq_0409	粗制·藤纹轻胫	Armor	light	Legs	0	6	39	5	100	0	0	藤纹套		0	0	1	0
eq_0410	粗制·卫兵轻盔	Armor	light	Head	0	4	31	4	100	0	0	卫兵套		0	0	1	0
eq_0411	粗制·卫兵轻甲	Armor	light	Chest	0	8	47	9	100	0	0	卫兵套		0	0	1	0
eq_0412	粗制·卫兵轻胫	Armor	light	Legs	0	6	39	5	100	0	0	卫兵套		0	0	1	0
eq_0413	粗制·游龙轻盔	Armor	light	Head	0	4	31	4	100	0	0	游龙套		0	0	1	0
eq_0414	粗制·游龙轻甲	Armor	light	Chest	0	8	47	9	100	0	0	游龙套		0	0	1	0
eq_0415	粗制·游龙轻胫	Armor	light	Legs	0	6	39	5	100	0	0	游龙套		0	0	1	0
eq_0416	精钢·游侠轻盔	Armor	light	Head	1	6	39	4	130	0	0	游侠套		0	0	1	0
eq_0417	精钢·游侠轻甲	Armor	light	Chest	1	11	59	9	130	0	0	游侠套		0	0	1	0
eq_0418	精钢·游侠轻胫	Armor	light	Legs	1	8	47	5	130	0	0	游侠套		0	0	1	0
eq_0419	精钢·疾风轻盔	Armor	light	Head	1	5	35	4	130	0	0	疾风套		0	0	1	0
eq_0420	精钢·疾风轻甲	Armor	light	Chest	1	11	59	9	130	0	0	疾风套		0	0	1	0
eq_0421	精钢·疾风轻胫	Armor	light	Legs	1	8	47	5	130	0	0	疾风套		0	0	1	0
eq_0422	精钢·藤纹轻盔	Armor	light	Head	1	5	35	4	130	0	0	藤纹套		0	0	1	0
eq_0423	精钢·藤纹轻甲	Armor	light	Chest	1	11	59	9	130	0	0	藤纹套		0	0	1	0
eq_0424	精钢·藤纹轻胫	Armor	light	Legs	1	8	47	5	130	0	0	藤纹套		0	0	1	0
eq_0425	精钢·卫兵轻盔	Armor	light	Head	1	5	35	4	130	0	0	卫兵套		0	0	1	0
eq_0426	精钢·卫兵轻甲	Armor	light	Chest	1	11	59	9	130	0	0	卫兵套		0	0	1	0
eq_0427	精钢·卫兵轻胫	Armor	light	Legs	1	8	47	5	130	0	0	卫兵套		0	0	1	0
eq_0428	精钢·游龙轻盔	Armor	light	Head	1	5	35	4	130	0	0	游龙套		0	0	1	0
eq_0429	精钢·游龙轻甲	Armor	light	Chest	1	10	55	9	130	0	0	游龙套		0	0	1	0
eq_0430	精钢·游龙轻胫	Armor	light	Legs	1	8	47	5	130	0	0	游龙套		0	0	1	0
eq_0431	鎏金·游侠轻盔	Armor	light	Head	2	7	43	4	170	0	0	游侠套		0	0	1	0
eq_0432	鎏金·游侠轻甲	Armor	light	Chest	2	14	71	9	170	0	0	游侠套		0	0	1	0
eq_0433	鎏金·游侠轻胫	Armor	light	Legs	2	10	55	5	170	0	0	游侠套		0	0	1	0
eq_0434	鎏金·疾风轻盔	Armor	light	Head	2	7	43	4	170	0	0	疾风套		0	0	1	0
eq_0435	鎏金·疾风轻甲	Armor	light	Chest	2	14	71	9	170	0	0	疾风套		0	0	1	0
eq_0436	鎏金·疾风轻胫	Armor	light	Legs	2	10	55	5	170	0	0	疾风套		0	0	1	0
eq_0437	鎏金·藤纹轻盔	Armor	light	Head	2	7	43	4	170	0	0	藤纹套		0	0	1	0
eq_0438	鎏金·藤纹轻甲	Armor	light	Chest	2	14	71	9	170	0	0	藤纹套		0	0	1	0
eq_0439	鎏金·藤纹轻胫	Armor	light	Legs	2	10	55	5	170	0	0	藤纹套		0	0	1	0
eq_0440	鎏金·卫兵轻盔	Armor	light	Head	2	7	43	4	170	0	0	卫兵套		0	0	1	0
eq_0441	鎏金·卫兵轻甲	Armor	light	Chest	2	14	71	9	170	0	0	卫兵套		0	0	1	0
eq_0442	鎏金·卫兵轻胫	Armor	light	Legs	2	10	55	5	170	0	0	卫兵套		0	0	1	0
eq_0443	鎏金·游龙轻盔	Armor	light	Head	2	7	43	4	170	0	0	游龙套		0	0	1	0
eq_0444	鎏金·游龙轻甲	Armor	light	Chest	2	14	71	9	170	0	0	游龙套		0	0	1	0
eq_0445	鎏金·游龙轻胫	Armor	light	Legs	2	10	55	5	170	0	0	游龙套		0	0	1	0
eq_0446	秘银·游侠轻盔	Armor	light	Head	3	9	51	4	220	0	0	游侠套		0	0	1	0
eq_0447	秘银·游侠轻甲	Armor	light	Chest	3	18	87	9	220	0	0	游侠套		0	0	1	0
eq_0448	秘银·游侠轻胫	Armor	light	Legs	3	13	67	5	220	0	0	游侠套		0	0	1	0
eq_0449	秘银·疾风轻盔	Armor	light	Head	3	9	51	4	220	0	0	疾风套		0	0	1	0
eq_0450	秘银·疾风轻甲	Armor	light	Chest	3	18	87	9	220	0	0	疾风套		0	0	1	0
eq_0451	秘银·疾风轻胫	Armor	light	Legs	3	13	67	5	220	0	0	疾风套		0	0	1	0
eq_0452	秘银·藤纹轻盔	Armor	light	Head	3	9	51	4	220	0	0	藤纹套		0	0	1	0
eq_0453	秘银·藤纹轻甲	Armor	light	Chest	3	18	87	9	220	0	0	藤纹套		0	0	1	0
eq_0454	秘银·藤纹轻胫	Armor	light	Legs	3	13	67	5	220	0	0	藤纹套		0	0	1	0
eq_0455	秘银·卫兵轻盔	Armor	light	Head	3	9	51	4	220	0	0	卫兵套		0	0	1	0
eq_0456	秘银·卫兵轻甲	Armor	light	Chest	3	18	87	9	220	0	0	卫兵套		0	0	1	0
eq_0457	秘银·卫兵轻胫	Armor	light	Legs	3	13	67	5	220	0	0	卫兵套		0	0	1	0
eq_0458	秘银·游龙轻盔	Armor	light	Head	3	9	51	4	220	0	0	游龙套		0	0	1	0
eq_0459	秘银·游龙轻甲	Armor	light	Chest	3	18	87	9	220	0	0	游龙套		0	0	1	0
eq_0460	秘银·游龙轻胫	Armor	light	Legs	3	13	67	5	220	0	0	游龙套		0	0	1	0
eq_0461	龙裔·游侠轻盔	Armor	light	Head	4	13	67	4	300	0	0	游侠套		0	0	1	0
eq_0462	龙裔·游侠轻甲	Armor	light	Chest	4	25	115	9	300	0	0	游侠套		0	0	1	0
eq_0463	龙裔·游侠轻胫	Armor	light	Legs	4	18	87	5	300	0	0	游侠套		0	0	1	0
eq_0464	龙裔·疾风轻盔	Armor	light	Head	4	13	67	4	300	0	0	疾风套		0	0	1	0
eq_0465	龙裔·疾风轻甲	Armor	light	Chest	4	25	115	9	300	0	0	疾风套		0	0	1	0
eq_0466	龙裔·疾风轻胫	Armor	light	Legs	4	18	87	5	300	0	0	疾风套		0	0	1	0
eq_0467	龙裔·藤纹轻盔	Armor	light	Head	4	12	63	4	300	0	0	藤纹套		0	0	1	0
eq_0468	龙裔·藤纹轻甲	Armor	light	Chest	4	24	111	9	300	0	0	藤纹套		0	0	1	0
eq_0469	龙裔·藤纹轻胫	Armor	light	Legs	4	18	87	5	300	0	0	藤纹套		0	0	1	0
eq_0470	龙裔·卫兵轻盔	Armor	light	Head	4	12	63	4	300	0	0	卫兵套		0	0	1	0
eq_0471	龙裔·卫兵轻甲	Armor	light	Chest	4	24	111	9	300	0	0	卫兵套		0	0	1	0
eq_0472	龙裔·卫兵轻胫	Armor	light	Legs	4	18	87	5	300	0	0	卫兵套		0	0	1	0
eq_0473	龙裔·游龙轻盔	Armor	light	Head	4	12	63	4	300	0	0	游龙套		0	0	1	0
eq_0474	龙裔·游龙轻甲	Armor	light	Chest	4	24	111	9	300	0	0	游龙套		0	0	1	0
eq_0475	龙裔·游龙轻胫	Armor	light	Legs	4	18	87	5	300	0	0	游龙套		0	0	1	0
eq_0476	粗制·猎手皮帽	Armor	leather	Head	0	3	27	3	100	0	0	猎手套		0	0	1	0.4
eq_0477	粗制·猎手皮甲	Armor	leather	Chest	0	6	39	7	100	0	0	猎手套		0	0	1	0.4
eq_0478	粗制·猎手皮裹腿	Armor	leather	Legs	0	5	35	4	100	0	0	猎手套		0	0	1	0.4
eq_0479	粗制·夜行皮帽	Armor	leather	Head	0	3	27	3	100	0	0	夜行套		0	0	1	0.4
eq_0480	粗制·夜行皮甲	Armor	leather	Chest	0	6	39	7	100	0	0	夜行套		0	0	1	0.4
eq_0481	粗制·夜行皮裹腿	Armor	leather	Legs	0	5	35	4	100	0	0	夜行套		0	0	1	0.4
eq_0482	粗制·荒野皮帽	Armor	leather	Head	0	3	27	3	100	0	0	荒野套		0	0	1	0.4
eq_0483	粗制·荒野皮甲	Armor	leather	Chest	0	6	39	7	100	0	0	荒野套		0	0	1	0.4
eq_0484	粗制·荒野皮裹腿	Armor	leather	Legs	0	4	31	4	100	0	0	荒野套		0	0	1	0.4
eq_0485	粗制·狡狐皮帽	Armor	leather	Head	0	3	27	3	100	0	0	狡狐套		0	0	1	0.4
eq_0486	粗制·狡狐皮甲	Armor	leather	Chest	0	6	39	7	100	0	0	狡狐套		0	0	1	0.4
eq_0487	粗制·狡狐皮裹腿	Armor	leather	Legs	0	4	31	4	100	0	0	狡狐套		0	0	1	0.4
eq_0488	粗制·苍狼皮帽	Armor	leather	Head	0	3	27	3	100	0	0	苍狼套		0	0	1	0.4
eq_0489	粗制·苍狼皮甲	Armor	leather	Chest	0	6	39	7	100	0	0	苍狼套		0	0	1	0.4
eq_0490	粗制·苍狼皮裹腿	Armor	leather	Legs	0	4	31	4	100	0	0	苍狼套		0	0	1	0.4
eq_0491	精钢·猎手皮帽	Armor	leather	Head	1	4	31	3	130	0	0	猎手套		0	0	1	0.4
eq_0492	精钢·猎手皮甲	Armor	leather	Chest	1	8	47	7	130	0	0	猎手套		0	0	1	0.4
eq_0493	精钢·猎手皮裹腿	Armor	leather	Legs	1	6	39	4	130	0	0	猎手套		0	0	1	0.4
